panel,metric,family,horizon_min,cv_auc,cv_lo,cv_hi
Transition,Recurrence,transition,6.5,0.6809195402298852,0.6586206896551724,0.7063218390804598
Transition,Determinism,transition,6.5,0.5134482758620691,0.44655172413793104,0.5718390804597702
Transition,Markov entropy,transition,6.5,0.35793103448275865,0.2695402298850575,0.4471264367816092
Bout,Mean bout duration,bout,6.5,0.4357471264367817,0.3488505747126437,0.5017241379310345
Bout,Freeze bout duration,bout,6.5,0.7171264367816091,0.7068965517241379,0.7327586206896551
Bout,Sniff bout duration,bout,6.5,0.5116091954022989,0.47126436781609193,0.5620689655172414
Bout,Groom bout duration,bout,6.5,0.38005747126436773,0.2974137931034483,0.47844827586206895
Bout,Turn bout duration,bout,6.5,0.5680459770114943,0.5339080459770115,0.6011494252873564
Bout,Locomotion bout duration,bout,6.5,0.6022988505747126,0.5655172413793104,0.6385057471264368
Bout,Climb bout duration,bout,6.5,0.3243678160919541,0.22528735632183908,0.41551724137931034
Bout,Jump bout duration,bout,6.5,0.38229885057471263,0.3017241379310345,0.47500000000000003
Frequency,Freeze frequency,frequency,7.0,0.7880459770114941,0.7798850574712644,0.7988505747126436
Frequency,Sniff frequency,frequency,7.0,0.4498850574712644,0.3126436781609196,0.524712643678161
Frequency,Groom frequency,frequency,7.0,0.40724137931034493,0.33620689655172414,0.47212643678160926
Frequency,Turn frequency,frequency,7.0,0.7894252873563218,0.7735632183908046,0.7988505747126436
Frequency,Locomotion frequency,frequency,7.0,0.3217241379310345,0.2649425287356322,0.42873563218390803
Frequency,Climb frequency,frequency,7.0,0.3795402298850574,0.2913793103448276,0.45114942528735635
Frequency,Jump frequency,frequency,7.0,0.4254022988505746,0.31091954022988505,0.5275862068965518
Diversity,Simpson index,diversity,7.0,0.709080459770115,0.6908045977011494,0.7298850574712644
Diversity,Shannon entropy,diversity,7.0,0.5616091954022988,0.4971264367816092,0.6051724137931035
Diversity,Evenness index,diversity,7.0,0.5027586206896553,0.45229885057471264,0.5522988505747126
Diversity,Cumulative usage,diversity,7.0,0.4149425287356322,0.314367816091954,0.4942528735632184
Transition,Lempel-Ziv,transition,7.0,0.3628735632183908,0.2916666666666667,0.44080459770114944
Transition,Recurrence,transition,7.0,0.709080459770115,0.6908045977011494,0.7298850574712644
Transition,Determinism,transition,7.0,0.5104597701149425,0.43908045977011495,0.5718390804597702
Transition,Markov entropy,transition,7.0,0.3473563218390805,0.2563218390804598,0.43735632183908046
Bout,Mean bout duration,bout,7.0,0.41241379310344833,0.33045977011494254,0.48735632183908045
Bout,Freeze bout duration,bout,7.0,0.7282758620689656,0.710919540229885,0.7459770114942529
Bout,Sniff bout duration,bout,7.0,0.5240229885057471,0.4839080459770115,0.5724137931034483
Bout,Groom bout duration,bout,7.0,0.32120689655172413,0.2514367816091954,0.39195402298850573
Bout,Turn bout duration,bout,7.0,0.5822988505747126,0.5477011494252874,0.6120689655172413
Bout,Locomotion bout duration,bout,7.0,0.6119540229885058,0.5655172413793104,0.6436781609195402
Bout,Climb bout duration,bout,7.0,0.3243678160919541,0.21666666666666667,0.4224137931034483
Bout,Jump bout duration,bout,7.0,0.3754022988505747,0.28620689655172415,0.4566091954022989
Frequency,Freeze frequency,frequency,7.5,0.8097701149425288,0.7988505747126436,0.8206896551724139
Frequency,Sniff frequency,frequency,7.5,0.45816091954022986,0.33620689655172414,0.5333333333333333
Frequency,Groom frequency,frequency,7.5,0.4088505747126437,0.3442528735632184,0.4758620689655173
Frequency,Turn frequency,frequency,7.5,0.8357471264367815,0.8258620689655172,0.8465517241379311
Frequency,Locomotion frequency,frequency,7.5,0.32896551724137935,0.26436781609195403,0.4379310344827586
Frequency,Climb frequency,frequency,7.5,0.3949425287356322,0.29367816091954024,0.4666666666666667
Frequency,Jump frequency,frequency,7.5,0.425287356321839,0.3097701149425287,0.524712643678161
Diversity,Simpson index,diversity,7.5,0.6997701149425288,0.682183908045977,0.7172413793103448
Diversity,Shannon entropy,diversity,7.5,0.5260919540229885,0.4528735632183908,0.5718390804597702
Diversity,Evenness index,diversity,7.5,0.4766666666666666,0.3839080459770115,0.5350574712643679
Diversity,Cumulative usage,diversity,7.5,0.39264367816091955,0.29367816091954024,0.4747126436781609
Transition,Lempel-Ziv,transition,7.5,0.35689655172413803,0.2859195402298851,0.43189655172413793
Transition,Recurrence,transition,7.5,0.6997701149425288,0.682183908045977,0.7172413793103448
Transition,Determinism,transition,7.5,0.5118390804597701,0.45632183908045976,0.567816091954023
Transition,Markov entropy,transition,7.5,0.34241379310344827,0.24597701149425288,0.44310344827586207
Bout,Mean bout duration,bout,7.5,0.37735632183908047,0.28218390804597704,0.45977011494252873
Bout,Freeze bout duration,bout,7.5,0.7406896551724137,0.7189655172413794,0.7586206896551724
Bout,Sniff bout duration,bout,7.5,0.4733333333333334,0.40344827586206894,0.5264367816091954
Bout,Groom bout duration,bout,7.5,0.335919540229885,0.24396551724137933,0.4066091954022989
Bout,Turn bout duration,bout,7.5,0.6128735632183908,0.582183908045977,0.6350574712643678
Bout,Locomotion bout duration,bout,7.5,0.6166666666666667,0.578735632183908,0.6454022988505748
Bout,Climb bout duration,bout,7.5,0.32264367816091954,0.2132183908045977,0.42126436781609194
Bout,Jump bout duration,bout,7.5,0.3708045977011494,0.2873563218390805,0.44339080459770114
